7.294454407780650573e-01, 4.849587123926079046e-01
4.937133676114394132e-01, 4.951335514829858786e-01
4.937265646244952677e-01, 4.951203520221352794e-01
4.936789988321201306e-01, 4.951679205783805493e-01
4.936502919117435884e-01, 4.951966380307858406e-01
4.937151523414258225e-01, 4.951317646607276690e-01
4.029141541560819495e-01, 5.963146508003692725e-01
4.937274702293331097e-01, 4.951194475001696738e-01
4.937189997737862490e-01, 4.951279287754552505e-01
4.937278338688149693e-01, 4.951190834044268407e-01
4.937264580175372841e-01, 4.951204608324215051e-01
4.937171440845442016e-01, 4.951297820201573940e-01
4.937065627315399552e-01, 4.951403559101467677e-01
4.937396039244941748e-01, 4.951073136253322238e-01
4.937047968188876257e-01, 4.951421209220461805e-01
4.937389710455503122e-01, 4.951079477204661239e-01
4.937155946923758032e-01, 4.951313218829210272e-01
4.937241751139532786e-01, 4.951227422309148474e-01
4.937245681336321912e-01, 4.951223522095951624e-01
4.937557994309810794e-01, 4.950911369249620386e-01
4.937465799160976054e-01, 4.951003436882227549e-01
7.294293247486848264e-01, 4.849748338824355631e-01
4.937163895549527282e-01, 4.951305270941720460e-01
4.937183648894790666e-01, 4.951285525123796383e-01
4.937343267043623474e-01, 4.951125982289146799e-01
4.937200478596570075e-01, 4.951268704236408968e-01
7.294458721038263871e-01, 4.849582897694943440e-01
4.937182170842510098e-01, 4.951287020776889980e-01
4.937209878014583997e-01, 4.951259401840616969e-01
4.936511375605202590e-01, 4.951957836967131321e-01
4.937349993319395391e-01, 4.951119180244931695e-01
4.937294937871163913e-01, 4.951174234179248623e-01
4.937388576813894203e-01, 4.951080605663890633e-01
4.937172459234370203e-01, 4.951296732533014833e-01
8.941405116403334796e-01, 4.711504728514933071e-01
4.936751784490827077e-01, 4.951717419464126690e-01
4.937512035612339201e-01, 4.950957273880091658e-01
4.937128871670748986e-01, 4.951340295525308299e-01
4.937223417678008319e-01, 4.951245748787055923e-01
4.937059388034237273e-01, 4.951409792901007023e-01
4.936866907846151897e-01, 4.951602443098646611e-01
4.937182161529198310e-01, 4.951287021182171344e-01
4.936999314772365643e-01, 4.951469932528260731e-01
7.294609118303948536e-01, 4.849432613312132379e-01
4.937109788155314427e-01, 4.951359443475484845e-01
4.937315495503232787e-01, 4.951153687588866203e-01
4.937042328491195176e-01, 4.951427088226887374e-01
4.937168959999037599e-01, 4.951300213745968848e-01
4.937356017812695175e-01, 4.951113152995447186e-01
4.938066653742125833e-01, 4.950402637141624318e-01
4.937657158660038181e-01, 4.950812129701128161e-01
4.938109097830721828e-01, 4.950360524843802623e-01
5.328343275588331984e-01, 4.652455087801661837e-01
4.936716488925604329e-01, 4.951752741406559855e-01
4.936959061955981665e-01, 4.951510109227316714e-01
4.936785527116713812e-01, 4.951683685211365482e-01
4.937106345784605388e-01, 4.951362819999327591e-01
4.937899152863320373e-01, 4.950570385066574430e-01
4.937211222885456441e-01, 4.951258016031816478e-01
4.937537704541002936e-01, 4.950931469884054525e-01
4.936489236491649057e-01, 4.951980304620857143e-01
4.936747186226328465e-01, 4.951722007664723924e-01
4.937127133868755013e-01, 4.951342044401514930e-01
4.936916723386005068e-01, 4.951552496664988201e-01
4.937141319044717758e-01, 4.951327922457562924e-01
4.937129997479349219e-01, 4.951339179680196434e-01
4.937185269745640870e-01, 4.951283919033452330e-01
4.936724465448734667e-01, 4.951744741655166315e-01
4.937640964608850935e-01, 4.950828223248502358e-01
4.937535602514560584e-01, 4.950933616170766216e-01
4.937233880674726794e-01, 4.951235288603080820e-01
4.937488681265704282e-01, 4.950980543233873821e-01
4.936904655837729416e-01, 4.951564521943433994e-01
4.936233485921149300e-01, 4.952235785599731765e-01
4.937042532658563188e-01, 4.951426781283401746e-01
4.937445623422752616e-01, 4.951023589300394545e-01
4.937334581500218977e-01, 4.951134632510110767e-01
4.936686662194486042e-01, 4.951782564478349191e-01
4.937190225391832610e-01, 4.951278947437710021e-01
4.937214967233266028e-01, 4.951254374838274241e-01
4.936769304089497212e-01, 4.951700088908597697e-01
4.936143355227278207e-01, 4.952326003290585810e-01
4.937055863316122672e-01, 4.951413361501064703e-01
4.936951391589454730e-01, 4.951517896267539909e-01
7.294294893933440660e-01, 4.849746661189668351e-01
4.937222256524098629e-01, 4.951246931929135231e-01
4.937104584552926001e-01, 4.951364586714492866e-01
4.936924045836756370e-01, 4.951545207927739445e-01
7.294492461569446196e-01, 4.849547963164825837e-01
4.937573578763698179e-01, 4.950895641093692179e-01
4.937079005360271999e-01, 4.951390211685227083e-01
4.937476899880845482e-01, 4.950992652272673822e-01
4.937024206806924220e-01, 4.951445001741676677e-01
4.937093085224580347e-01, 4.951376142177901785e-01
4.937260144863171440e-01, 4.951209168641790836e-01
4.937510332468423857e-01, 4.950959085297869100e-01
4.937494092559642778e-01, 4.950975125603396809e-01
4.937288471839256232e-01, 4.951180696543912574e-01
4.937324706113148109e-01, 4.951144492150109100e-01
4.937117099732165615e-01, 4.951352084007172860e-01
